Airline,Source,Destination,Stops,Info,Day,Month,Total Distance,Duration Total,Price
Multiple carriers,DEL,COK,1,,9,4,2201.6,360,6481
Multiple carriers,DEL,COK,1,,6,6,2201.6,480,7354
Air India,BLR,DEL,0,,21,4,1709.71,120,5228
Jet Airways,CCU,BLR,1,1.0,12,5,2500.36,720,10844
IndiGo,DEL,COK,1,,18,5,2084.71,300,6347
Air India,BLR,DEL,1,,15,3,1722.67,240,5013
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,540,9663
IndiGo,BLR,DEL,0,,6,4,1709.71,120,4823
Air India,DEL,COK,2,,24,6,4043.05,1560,13381
SpiceJet,MAA,CCU,0,2.0,1,6,1387.26,120,3543
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,540,9663
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,1440,7064
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,660,10262
Air India,DEL,COK,2,,1,6,2993.1899999999996,480,13013
Jet Airways,DEL,COK,2,,27,6,2263.95,1020,15339
GoAir,BLR,DEL,0,,18,4,1709.71,120,4937
IndiGo,DEL,COK,1,,6,6,2084.71,420,6818
Air India,DEL,COK,2,,18,5,2993.1899999999996,1260,10441
Jet Airways,DEL,COK,1,1.0,3,4,2201.6,300,5177
IndiGo,MAA,CCU,0,,27,6,1387.26,120,3858
IndiGo,CCU,BLR,1,,18,5,2300.57,300,6534
Multiple carriers,DEL,COK,1,,15,6,2201.6,900,6795
Multiple carriers,DEL,COK,1,,3,6,2201.6,660,9736
Jet Airways,BLR,DEL,0,,1,5,1709.71,180,7229
SpiceJet,DEL,COK,1,,24,4,2077.09,240,4957
IndiGo,BLR,DEL,0,,9,3,1709.71,120,7648
SpiceJet,CCU,BLR,0,,15,6,1547.27,120,3873
Jet Airways,CCU,BLR,1,,12,5,2500.36,540,14388
IndiGo,CCU,BLR,0,,6,3,1547.27,120,5618
Multiple carriers,DEL,COK,1,,9,6,2201.6,360,7408
Air Asia,DEL,COK,1,,3,3,2077.09,300,13774
Vistara,BLR,DEL,0,,3,5,1709.71,120,4668
Jet Airways,DEL,COK,2,,21,3,2229.75,2040,13082
Air India,DEL,COK,1,,3,6,2201.6,900,8669
IndiGo,DEL,COK,1,,24,6,2201.6,540,6316
Jet Airways,DEL,COK,1,1.0,6,3,2201.6,360,12583
Vistara,BLR,DEL,0,,9,3,1709.71,120,7923
GoAir,DEL,COK,1,,3,3,2201.6,300,7378
Vistara,BLR,DEL,0,,3,6,1709.71,120,4878
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,1620,10844
Jet Airways,BLR,DEL,0,,3,4,1709.71,180,7229
SpiceJet,DEL,COK,1,,21,5,2278.33,300,6297
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,960,8529
Multiple carriers,DEL,COK,1,,18,5,2201.6,420,13727
SpiceJet,CCU,BLR,1,,24,5,2300.57,480,6643
Multiple carriers,DEL,COK,1,,9,5,2201.6,540,10197
SpiceJet,CCU,BLR,0,,21,4,1547.27,120,4911
IndiGo,MAA,CCU,0,,6,3,1387.26,120,6482
Jet Airways,BLR,DEL,1,,1,3,1971.87,360,26890
IndiGo,CCU,BLR,1,,18,5,1662.88,240,3717
IndiGo,MAA,CCU,0,,1,6,1387.26,120,3597
Air India,BLR,DEL,2,,18,3,3502.44,660,10846
Air India,BLR,DEL,1,,1,3,2860.23,960,14069
Jet Airways,DEL,COK,1,1.0,1,4,2201.6,780,5177
Air India,DEL,COK,2,,6,3,2600.67,1500,14641
IndiGo,DEL,COK,1,,6,6,2084.71,780,6442
Air India,DEL,COK,1,,21,3,2077.09,300,5704
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,1140,9663
Jet Airways,DEL,COK,1,,6,6,2201.6,420,14714
Jet Airways,DEL,COK,1,1.0,1,4,2201.6,540,5406
Vistara,CCU,BLR,1,,15,5,3022.67,1440,8610
Jet Airways,DEL,COK,2,,12,6,2220.7799999999997,1080,14237
IndiGo,BLR,DEL,0,,9,6,1709.71,120,4823
IndiGo,BOM,HYD,0,,27,3,623.54,60,2227
Jet Airways,DEL,COK,1,1.0,18,5,2201.6,1260,12373
Air India,DEL,COK,1,,6,6,2201.6,360,8372
Jet Airways,DEL,COK,1,,3,3,2201.6,840,17024
Air India,BOM,HYD,0,,27,5,623.54,60,3100
Jet Airways,DEL,COK,1,1.0,9,3,2201.6,720,14053
IndiGo,MAA,CCU,0,,9,5,1387.26,120,3540
Vistara,CCU,BLR,1,,21,5,3022.67,1320,9345
Jet Airways,DEL,COK,2,1.0,1,6,2206.24,1320,10368
Jet Airways,BLR,DEL,1,,1,3,1971.87,300,26890
SpiceJet,BOM,HYD,0,,9,3,623.54,60,5755
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,420,7832
Jet Airways,CCU,BLR,1,,6,5,2500.36,720,14388
Air India,DEL,COK,2,,27,6,2292.0699999999997,1200,8839
Air India,DEL,COK,2,,3,3,2993.1899999999996,1260,22096
Vistara,MAA,CCU,0,,27,5,1387.26,120,3687
Multiple carriers,DEL,COK,1,,15,5,2201.6,600,9627
Multiple carriers,DEL,COK,1,,21,3,2201.6,840,13542
IndiGo,BLR,DEL,0,,27,4,1709.71,120,4423
IndiGo,DEL,COK,2,,3,3,2292.0699999999997,960,8899
SpiceJet,DEL,COK,1,,21,4,2278.33,300,5583
Air Asia,DEL,COK,1,,27,5,2077.09,780,6752
SpiceJet,MAA,CCU,0,2.0,21,5,1387.26,120,3543
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,420,7832
Air India,CCU,BLR,2,,1,5,3045.77,1620,10991
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1620,12898
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,300,12898
GoAir,BLR,DEL,0,,24,5,1709.71,120,3398
Air India,DEL,COK,0,,24,4,2048.6,120,5201
Air India,CCU,BLR,2,,6,5,3728.94,900,13873
Air India,DEL,COK,1,,15,6,2077.09,300,7384
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,600,10262
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,1620,10031
Jet Airways,CCU,BLR,1,1.0,6,5,3022.67,540,12384
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,1680,7757
Jet Airways,BLR,DEL,1,,6,3,1971.87,840,17261
SpiceJet,MAA,CCU,0,,1,3,1387.26,120,7298
Jet Airways,BLR,DEL,0,,6,4,1709.71,120,7229
IndiGo,CCU,BLR,0,,1,4,1547.27,120,4174
IndiGo,CCU,BLR,1,,18,5,1654.62,240,5699
Air India,CCU,BLR,0,,24,4,1547.27,120,4880
Air India,DEL,COK,1,,6,3,2201.6,660,15284
Jet Airways,CCU,BLR,1,,24,3,2500.36,420,13759
Vistara,CCU,BLR,1,,24,3,3022.67,480,16092
IndiGo,BOM,HYD,0,,9,3,623.54,60,4392
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,900,10262
SpiceJet,CCU,BLR,0,2.0,12,6,1547.27,120,3841
GoAir,BLR,DEL,0,,1,6,1709.71,120,5048
Air India,CCU,BLR,1,,21,5,3022.67,780,11096
IndiGo,DEL,COK,1,,24,4,2084.71,240,5073
Jet Airways,DEL,COK,1,,3,3,2201.6,1080,19828
Vistara,MAA,CCU,0,,21,3,1387.26,120,3739
Air India,DEL,COK,2,,9,3,2263.95,2280,10598
Jet Airways,BLR,DEL,0,1.0,15,6,1709.71,180,7229
Vistara,CCU,BLR,1,,1,4,3022.67,1500,8610
Vistara,DEL,COK,0,,9,5,2048.6,180,6216
Air India,BLR,DEL,0,,9,6,1709.71,120,6961
Jet Airways,CCU,BLR,1,1.0,6,5,3022.67,660,10703
Jet Airways,CCU,BLR,1,,15,5,3022.67,360,14151
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,1620,8586
IndiGo,CCU,BLR,0,,12,4,1547.27,120,4488
Multiple carriers,DEL,COK,1,,15,6,2201.6,420,7408
Jet Airways,DEL,COK,0,1.0,18,4,2048.6,180,5443
Jet Airways,CCU,BLR,1,1.0,12,6,3022.67,540,10539
Multiple carriers,DEL,COK,1,,1,6,2201.6,720,7723
Multiple carriers,DEL,COK,1,,6,3,2201.6,660,15411
Jet Airways,BLR,DEL,0,,21,5,1709.71,180,7229
IndiGo,CCU,BLR,0,,21,6,1547.27,120,4804
Jet Airways,BOM,HYD,0,1.0,3,3,623.54,60,4050
Jet Airways,CCU,BLR,1,,18,5,3022.67,1560,14151
SpiceJet,DEL,COK,1,,6,4,2077.09,240,4957
Air India,BLR,DEL,0,,3,3,1709.71,120,7591
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,480,11134
IndiGo,DEL,COK,1,,27,5,2084.71,420,6600
Air India,BLR,DEL,0,,9,3,1709.71,120,4966
Air India,DEL,COK,2,,1,6,4043.05,1440,15481
SpiceJet,CCU,BLR,0,,1,3,1547.27,120,5515
Jet Airways,DEL,COK,1,,15,6,2201.6,660,14714
GoAir,DEL,COK,1,,15,6,2201.6,540,4959
Jet Airways,BLR,DEL,0,,21,4,1709.71,120,7229
Air India,DEL,COK,0,,15,5,2048.6,180,6094
Air Asia,CCU,BLR,0,,24,4,1547.27,120,4409
Multiple carriers,DEL,COK,1,,18,5,2201.6,780,9794
Jet Airways,BOM,HYD,0,,3,4,623.54,60,5678
IndiGo,DEL,COK,1,,15,6,2084.71,420,6442
Vistara,BLR,DEL,0,,18,5,1709.71,120,4878
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,720,12446
Jet Airways,DEL,COK,2,,9,5,2263.95,1740,16704
Jet Airways,BLR,DEL,1,1.0,15,3,1971.87,300,9134
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,480,8586
Jet Airways,BLR,DEL,0,1.0,1,6,1709.71,180,7229
Jet Airways,BLR,DEL,0,1.0,21,4,1709.71,180,6144
Air India,BLR,DEL,0,,18,5,1709.71,120,6961
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,720,10844
IndiGo,MAA,CCU,0,,21,5,1387.26,120,3597
SpiceJet,BLR,DEL,1,,21,3,1878.77,420,7139
Air India,BOM,HYD,2,,6,3,2539.04,1740,25139
Jet Airways,DEL,COK,2,1.0,1,6,2206.24,1560,10368
Air India,DEL,COK,1,,6,4,2278.33,720,5117
Multiple carriers,DEL,COK,1,,18,5,2201.6,420,9211
SpiceJet,CCU,BLR,0,,15,4,1547.27,120,4174
Multiple carriers,DEL,COK,1,,27,5,2201.6,660,10786
Jet Airways,BLR,DEL,1,1.0,15,3,1971.87,1380,9134
Jet Airways,DEL,COK,2,,1,6,2600.67,780,13376
Air India,BLR,DEL,1,,21,3,2415.98,720,6955
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,540,10844
Air Asia,CCU,BLR,0,,1,4,1547.27,120,3807
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,1260,9663
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,1560,12373
SpiceJet,BLR,DEL,0,,1,5,1709.71,120,4991
Air India,DEL,COK,1,,21,3,2201.6,1200,6745
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,1200,10262
Jet Airways,DEL,COK,1,1.0,27,3,2201.6,600,6540
SpiceJet,CCU,BLR,0,,6,4,1547.27,120,3873
Jet Airways,DEL,COK,1,,9,5,2201.6,1260,15554
IndiGo,CCU,BLR,0,,27,5,1547.27,120,4804
Jet Airways,DEL,COK,1,1.0,27,3,2201.6,1200,7438
Air Asia,BLR,DEL,0,,3,5,1709.71,120,6181
Multiple carriers,DEL,COK,1,,1,5,2201.6,360,9424
Air India,BLR,DEL,2,,12,3,2079.2200000000003,1800,12725
Air India,BLR,DEL,1,,15,3,1722.67,780,6046
SpiceJet,BLR,DEL,0,,15,6,1709.71,120,3971
Jet Airways,CCU,BLR,1,,6,6,3022.67,1080,12692
IndiGo,DEL,COK,1,,6,3,2084.71,480,7451
Jet Airways,BLR,DEL,1,,12,3,1971.87,480,13817
Jet Airways,CCU,BLR,1,1.0,6,5,3022.67,720,10703
Jet Airways,BLR,DEL,1,,12,3,1971.87,780,13817
Jet Airways,BLR,DEL,1,,15,3,1971.87,360,27210
Jet Airways,CCU,BLR,1,,18,5,2500.36,420,13941
Air India,BLR,DEL,1,,1,3,1722.67,1140,10246
IndiGo,CCU,BLR,0,,6,5,1547.27,120,4804
Air Asia,CCU,BLR,1,,6,6,3022.67,720,6810
Jet Airways,BLR,DEL,0,1.0,1,5,1709.71,180,5198
Vistara,BLR,DEL,0,,3,5,1709.71,120,5613
IndiGo,BOM,HYD,0,,3,3,623.54,60,4784
Jet Airways,DEL,COK,1,1.0,21,3,2201.6,1380,5406
Air India,BLR,DEL,0,,27,4,1709.71,120,5228
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1320,12898
Air India,MAA,CCU,0,,15,6,1387.26,120,4667
Jet Airways,CCU,BLR,1,,21,5,2500.36,300,14781
Vistara,BLR,DEL,0,,21,4,1709.71,120,5403
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,540,9899
Jet Airways,DEL,COK,2,1.0,21,5,2206.24,480,13029
Vistara,CCU,BLR,1,,18,5,3022.67,1020,9187
IndiGo,BLR,DEL,0,,24,5,1709.71,120,4823
Air India,DEL,COK,2,,27,3,2955.43,1260,8665
IndiGo,DEL,COK,1,,6,3,2201.6,720,14871
IndiGo,BOM,HYD,0,,21,6,623.54,60,4049
Air India,MAA,CCU,0,,12,6,1387.26,120,4667
IndiGo,CCU,BLR,1,,9,4,1547.97,180,4226
Air India,BLR,DEL,0,,3,3,1709.71,120,7591
Jet Airways,BLR,DEL,1,,6,3,1971.87,420,19225
Jet Airways,DEL,COK,1,1.0,27,5,2201.6,1020,12898
IndiGo,BOM,HYD,0,,9,6,623.54,60,2754
SpiceJet,BOM,HYD,0,2.0,3,5,623.54,60,1965
Air India,CCU,BLR,2,,24,3,3664.88,1800,12835
Jet Airways Business,BLR,DEL,1,,1,3,1971.87,300,52229
Multiple carriers,DEL,COK,1,,15,5,2201.6,660,14533
Vistara,BLR,DEL,0,,24,6,1709.71,120,4668
Jet Airways,DEL,COK,1,,9,4,2201.6,1140,11822
Jet Airways,DEL,COK,1,1.0,27,3,2201.6,360,6017
Jet Airways,DEL,COK,1,,9,6,2201.6,420,14714
SpiceJet,MAA,CCU,0,,9,6,1387.26,120,3597
Air Asia,BLR,DEL,0,,24,4,1709.71,120,3383
Air India,CCU,BLR,2,,18,5,2573.87,720,11642
Vistara,BLR,DEL,0,,27,4,1709.71,120,5403
Air India,DEL,COK,2,,3,3,2263.95,1560,14221
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,720,8586
IndiGo,BOM,HYD,0,,12,6,623.54,60,4049
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,480,10262
Multiple carriers,DEL,COK,1,,21,5,2201.6,840,7888
Air India,DEL,COK,2,,21,3,2263.95,1380,8236
Air India,DEL,COK,2,,6,6,2229.75,1740,12961
Jet Airways,CCU,BLR,1,1.0,9,5,2500.36,1320,8586
IndiGo,CCU,BLR,1,,18,5,1654.62,240,5279
GoAir,BLR,DEL,0,,18,6,1709.71,120,3419
Jet Airways,DEL,COK,2,,15,6,2232.34,780,13292
Jet Airways,CCU,BLR,1,,15,5,3022.67,780,13067
IndiGo,MAA,CCU,0,,3,5,1387.26,120,3597
Jet Airways,DEL,COK,1,,18,5,2201.6,660,15554
IndiGo,DEL,COK,1,,15,5,2077.09,300,6027
Jet Airways,CCU,BLR,1,,9,5,2500.36,660,14781
Jet Airways,DEL,COK,2,,1,6,2600.67,780,13376
IndiGo,BLR,DEL,0,,27,5,1709.71,180,3943
GoAir,DEL,COK,1,,12,6,2247.8900000000003,360,5842
IndiGo,MAA,CCU,0,,15,3,1387.26,120,4326
Multiple carriers,DEL,COK,1,,1,6,2201.6,600,8937
Air India,MAA,CCU,0,,21,3,1387.26,120,3670
IndiGo,BLR,DEL,0,,18,6,1709.71,120,4823
Jet Airways,BOM,HYD,0,1.0,3,4,623.54,60,2071
Multiple carriers,DEL,COK,1,1.0,27,6,2084.71,420,6093
Vistara,CCU,BLR,1,,24,3,3022.67,1560,11682
IndiGo,BLR,DEL,1,,3,3,1968.02,240,7774
Jet Airways,CCU,BLR,1,,12,5,3022.67,1260,13067
IndiGo,DEL,COK,1,,27,5,2084.71,480,7514
Multiple carriers,DEL,COK,1,,9,4,2201.6,480,6838
IndiGo,MAA,CCU,0,,18,3,1387.26,120,3858
Multiple carriers,DEL,COK,1,,15,6,2201.6,720,6795
Jet Airways,DEL,COK,2,,27,5,2895.09,480,16263
Air India,CCU,BLR,1,,9,5,2500.36,1500,8576
Air India,BLR,DEL,0,,6,5,1709.71,120,5228
Jet Airways,DEL,COK,2,,1,5,2263.95,1740,16704
IndiGo,CCU,BLR,0,,24,3,1547.27,120,8872
GoAir,BLR,DEL,0,,3,5,1709.71,120,3898
SpiceJet,MAA,CCU,0,2.0,21,3,1387.26,120,3332
Jet Airways,CCU,BLR,1,1.0,21,5,2538.47,420,5608
Jet Airways,CCU,BLR,1,,9,5,2500.36,1200,13941
Multiple carriers,DEL,COK,1,,21,3,2201.6,660,9100
Vistara,BLR,DEL,0,,15,6,1709.71,120,4878
IndiGo,DEL,COK,1,,1,6,2201.6,780,6416
SpiceJet,BOM,HYD,0,,12,5,623.54,60,2017
Jet Airways,DEL,COK,2,,27,3,2263.95,1440,10976
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,1200,10031
IndiGo,CCU,BLR,0,,18,3,1547.27,120,4462
IndiGo,DEL,COK,1,,1,4,2084.71,240,5073
IndiGo,MAA,CCU,0,,27,3,1387.26,120,4326
Multiple carriers Premium economy,DEL,COK,1,,21,3,2201.6,660,10161
IndiGo,BOM,HYD,0,,12,6,623.54,60,3175
Vistara,CCU,BLR,1,,24,3,3022.67,720,12312
Jet Airways,DEL,COK,2,,21,3,2229.75,1440,12604
Multiple carriers,DEL,COK,1,,15,6,2201.6,660,10877
IndiGo,CCU,BLR,1,,18,5,1654.62,240,4226
Jet Airways,DEL,COK,1,1.0,6,4,2201.6,660,5406
IndiGo,DEL,COK,1,,15,5,2278.33,300,8618
IndiGo,CCU,BLR,0,,18,4,1547.27,120,4174
GoAir,DEL,COK,1,,1,6,2201.6,300,10651
Jet Airways,DEL,COK,1,1.0,21,3,2201.6,600,5963
Jet Airways,DEL,COK,2,1.0,12,6,2206.24,1560,10368
IndiGo,BOM,HYD,1,,6,3,957.5400000000001,420,7681
Multiple carriers,DEL,COK,1,,21,5,2201.6,480,7485
Jet Airways,BLR,DEL,0,1.0,3,4,1709.71,120,4544
SpiceJet,CCU,BLR,1,,15,4,1654.62,300,4649
Vistara,MAA,CCU,0,,12,5,1387.26,120,11982
Jet Airways,BOM,HYD,0,1.0,24,6,623.54,60,4995
IndiGo,CCU,BLR,1,,9,5,1654.62,240,5069
SpiceJet,CCU,BLR,0,,1,6,1547.27,120,3873
SpiceJet,CCU,BLR,0,,27,4,1547.27,120,3873
Air India,DEL,COK,1,,27,5,2077.09,780,8907
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,1140,10844
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,1320,10844
Jet Airways,CCU,BLR,1,1.0,6,5,2500.36,840,9663
Jet Airways,DEL,COK,2,,1,6,2232.34,900,13292
Jet Airways,DEL,COK,2,,12,6,2308.95,420,14441
Jet Airways,BOM,HYD,0,1.0,9,6,623.54,60,4050
IndiGo,BLR,DEL,0,,9,3,1709.71,120,6144
IndiGo,DEL,COK,1,,6,3,2201.6,480,14871
Air Asia,BLR,DEL,0,,18,4,1709.71,120,4483
IndiGo,DEL,COK,1,,15,5,2201.6,840,6979
Jet Airways,BOM,HYD,0,,27,6,623.54,60,8040
IndiGo,DEL,COK,1,,1,6,2201.6,960,7048
SpiceJet,BLR,DEL,0,2.0,27,6,1709.71,120,3573
IndiGo,DEL,COK,1,,27,5,2201.6,300,5054
Air India,DEL,COK,1,,1,6,2201.6,1320,8582
Air Asia,DEL,COK,1,,9,6,2077.09,300,8759
IndiGo,DEL,COK,1,,27,4,2084.71,480,6442
Air India,DEL,COK,1,,18,5,2201.6,900,8879
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,1260,10031
Jet Airways,DEL,COK,2,1.0,3,6,2206.24,780,10368
IndiGo,BLR,DEL,0,,24,6,1709.71,120,3943
IndiGo,DEL,COK,1,,3,3,2201.6,360,14871
Jet Airways,BOM,HYD,0,1.0,18,6,623.54,60,4995
Multiple carriers,DEL,COK,1,1.0,24,6,2201.6,480,10791
SpiceJet,BOM,HYD,0,,3,6,623.54,60,2753
IndiGo,BLR,DEL,0,,9,4,1709.71,120,4423
Air Asia,CCU,BLR,0,,27,5,1547.27,120,4409
Air India,CCU,BLR,1,,9,5,1662.88,960,6117
Jet Airways,DEL,COK,2,,21,5,2263.95,1380,15129
Vistara,CCU,BLR,1,,6,6,3022.67,1620,9345
Vistara,CCU,BLR,1,,9,5,3022.67,960,8085
Jet Airways,DEL,COK,1,,6,5,2201.6,900,15554
SpiceJet,BLR,DEL,0,2.0,21,5,1709.71,120,3573
Multiple carriers,DEL,COK,1,,3,3,2201.6,480,17073
Multiple carriers,DEL,COK,1,,9,6,2201.6,780,6795
Vistara,BLR,DEL,0,,21,3,1709.71,120,5403
IndiGo,MAA,CCU,0,,15,5,1387.26,120,3540
Vistara,DEL,COK,0,,24,4,2048.6,180,6216
Jet Airways,BLR,DEL,0,1.0,21,5,1709.71,120,3359
Jet Airways,CCU,BLR,1,1.0,24,5,2500.36,1680,10844
Air India,BLR,DEL,0,,15,6,1709.71,120,6961
Air Asia,CCU,BLR,0,,3,4,1547.27,120,4107
Multiple carriers,DEL,COK,1,,21,3,2201.6,540,13069
Jet Airways,DEL,COK,2,,24,6,2671.33,960,13357
IndiGo,DEL,COK,1,,1,6,2084.71,360,6938
Jet Airways,DEL,COK,2,,27,6,2232.34,1620,13292
Air India,BLR,DEL,2,6.0,1,3,2079.2200000000003,840,26743
Multiple carriers,DEL,COK,1,,21,3,2201.6,720,13568
Multiple carriers,DEL,COK,1,,6,3,2201.6,420,15353
IndiGo,MAA,CCU,0,,15,5,1387.26,120,3597
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,1140,10031
Air India,CCU,BLR,2,,9,5,3332.1,1200,14687
Jet Airways,BLR,DEL,0,1.0,6,6,1709.71,180,7229
GoAir,DEL,COK,1,,9,5,2201.6,300,10188
Vistara,BLR,DEL,0,,9,3,1709.71,120,7398
Jet Airways,DEL,COK,2,,18,5,2263.95,1740,16704
IndiGo,BLR,DEL,1,0.0,1,3,1722.67,240,8153
Jet Airways,BLR,DEL,0,,9,4,1709.71,180,7229
Multiple carriers,DEL,COK,1,1.0,27,5,2201.6,720,6943
Multiple carriers,DEL,COK,1,,1,6,2201.6,720,8937
Air India,DEL,COK,2,,3,3,2292.0699999999997,1560,9400
Vistara,CCU,BLR,1,,24,3,3022.67,780,13152
IndiGo,BLR,DEL,0,,1,6,1709.71,120,3419
Vistara,CCU,BLR,1,,12,6,3022.67,720,7927
Air India,BLR,DEL,2,,15,3,3502.44,960,9796
Vistara,BLR,DEL,0,,3,3,1709.71,120,8028
Multiple carriers,DEL,COK,2,,6,3,2292.0699999999997,480,10759
Multiple carriers,DEL,COK,1,,21,5,2201.6,720,10197
Air India,BLR,DEL,0,,1,6,1709.71,120,5228
Multiple carriers,DEL,COK,1,1.0,18,5,2201.6,660,9275
IndiGo,MAA,CCU,0,,3,3,1387.26,120,5277
Jet Airways,DEL,COK,2,1.0,18,5,2600.67,780,13848
IndiGo,DEL,COK,1,,15,5,2084.71,480,6412
Jet Airways,CCU,BLR,1,,18,5,2500.36,720,13941
Vistara,BLR,DEL,0,,6,5,1709.71,120,4668
IndiGo,BLR,DEL,0,,18,6,1709.71,120,3419
IndiGo,BLR,DEL,0,,6,4,1709.71,120,3943
Air India,CCU,BLR,1,,24,5,1654.62,1440,6528
Jet Airways,BLR,DEL,0,,21,5,1709.71,180,7229
Multiple carriers,DEL,COK,1,,21,3,2201.6,720,13542
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,1500,8529
Jet Airways,BLR,DEL,0,,21,6,1709.71,120,8016
Jet Airways,DEL,COK,2,1.0,9,5,2206.24,1020,13029
Jet Airways,DEL,COK,2,,9,5,2263.95,1740,15129
Jet Airways,DEL,COK,2,1.0,9,6,2206.24,480,10368
Air India,DEL,COK,0,,3,3,2048.6,180,8666
Jet Airways,DEL,COK,1,,18,5,2201.6,540,15554
Jet Airways,BLR,DEL,1,,1,3,1971.87,600,26890
Jet Airways,CCU,BLR,1,,21,5,3022.67,960,13067
Jet Airways,BLR,DEL,0,1.0,1,4,1709.71,120,4544
Vistara,CCU,BLR,1,,21,5,3022.67,1560,8452
Multiple carriers,DEL,COK,1,1.0,27,6,2201.6,780,7268
Multiple carriers,DEL,COK,1,,9,5,2201.6,600,9627
Multiple carriers,DEL,COK,1,,9,5,2201.6,420,9103
Multiple carriers,DEL,COK,1,,9,4,2201.6,660,11142
IndiGo,CCU,BLR,0,,9,3,1547.27,120,4148
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,1500,10844
Multiple carriers,DEL,COK,1,,6,6,2084.71,360,9646
IndiGo,BOM,HYD,0,,1,3,623.54,60,12475
Jet Airways,DEL,COK,1,,18,5,2201.6,1200,15554
Jet Airways,DEL,COK,1,1.0,27,6,2201.6,660,10262
Air India,BLR,DEL,0,,12,6,1709.71,120,6961
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,300,10262
Jet Airways,DEL,COK,1,1.0,27,6,2201.6,1620,10262
IndiGo,BLR,DEL,0,,9,5,1709.71,120,3943
Air India,BOM,HYD,0,,24,5,623.54,60,3625
Multiple carriers,DEL,COK,1,,21,3,2201.6,600,13378
Jet Airways,DEL,COK,2,,15,6,2671.33,1440,13882
IndiGo,BLR,DEL,0,,18,6,1709.71,120,3943
Air India,CCU,BLR,2,,15,5,3332.1,1200,14687
Air Asia,DEL,COK,1,,27,5,2077.09,300,6451
Vistara,BLR,DEL,0,,9,6,1709.71,120,4878
IndiGo,DEL,COK,1,,9,5,2201.6,360,8542
IndiGo,CCU,BLR,0,,24,5,1547.27,120,4804
IndiGo,CCU,BLR,1,,6,6,2300.57,300,6711
Multiple carriers,DEL,COK,1,,15,6,2201.6,360,16108
IndiGo,BLR,DEL,0,,6,6,1709.71,120,3943
Air India,CCU,BLR,2,,24,5,3290.72,1140,15422
IndiGo,BLR,DEL,0,,24,3,1709.71,120,5694
Jet Airways,CCU,BLR,1,,1,4,2500.36,660,12681
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,840,8586
IndiGo,BLR,DEL,0,,3,3,1709.71,120,6144
IndiGo,DEL,COK,0,,27,4,2048.6,180,6015
Multiple carriers,DEL,COK,1,,27,6,2201.6,840,7155
Jet Airways,CCU,BLR,1,,12,6,3022.67,720,12692
Air India,DEL,COK,1,,18,5,2077.09,300,8277
Air India,DEL,COK,2,,9,5,2292.0699999999997,1560,9347
Air India,DEL,COK,0,,15,3,2048.6,180,4939
Jet Airways,BOM,HYD,0,,12,3,623.54,60,5678
Jet Airways,CCU,BLR,1,1.0,6,6,2500.36,420,10844
Jet Airways,BLR,DEL,1,1.0,21,3,2028.8899999999999,360,7280
Multiple carriers,DEL,COK,1,,21,3,2201.6,480,7618
Multiple carriers,DEL,COK,1,,6,3,2201.6,720,15147
Jet Airways,CCU,BLR,1,,18,5,2500.36,720,13941
Jet Airways,CCU,BLR,1,,1,4,3022.67,540,11467
Multiple carriers,DEL,COK,1,,27,6,2201.6,900,6270
Multiple carriers,DEL,COK,1,,3,3,2201.6,660,17057
Jet Airways,BLR,DEL,0,,3,6,1709.71,120,8016
